PFAS_name,CAS number,Smiles,Molecular weight (g/mol),half-life (days),±SD,tissue,species,sex,Log P,Log Kow,Log D (pH = 7.4),route of administration,mode of administration,sampling duration (days),subject/animal weight (g),age (years),adult,reference,doi,
PFNA,375-95-1,C(=O)(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O,464.08,28,,blood serum,Rat,male,6.59,5.48,2.84,oral,single,42 d follow-up,,0.2109589041,TRUE,"Tatum-Gibbs et al., 2011",https://doi.org/10.1016/j.tox.2011.01.003,ok
1m-PFOS,927670-12-0,C(C(C(C(C(F)(F)F)(F)S(=O)(=O)O)(F)F)(F)F)(C(C(C(F)(F)F)(F)F)(F)F)(F)F,500.13,463.55,,blood serum,human,male/female,,,,occupational,continuous ,,,,TRUE,"Xu et al., 2020",https://doi.org/10.1289/EHP6785,ok
2m-PFOS,https://pubchem.ncbi.nlm.nih.gov/compound/102175776,C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(C(F)(F)F)(C(F)(F)S(=O)(=O)O)F,500.13,379.6,,blood serum,human,male/female,,,,occupational,continuous ,,,,TRUE,"Xu et al., 2020",https://doi.org/10.1289/EHP6785,ok
6m-PFOS,255831-20-0,C(C(C(C(C(C(F)(F)S(=O)(=O)O)(F)F)(F)F)(F)F)(F)F)(C(F)(F)F)(C(F)(F)F)F,500.13,379.6,,blood serum,human,male/female,,,,occupational,continuous ,,,,TRUE,"Xu et al., 2020",https://doi.org/10.1289/EHP6785,ok
3m-PFOS,https://pubchem.ncbi.nlm.nih.gov/compound/102175775#section=InChI,C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(C(C(F)(F)S(=O)(=O)O)(F)F)(C(F)(F)F)F,500.13,397.85,,blood serum,human,male/female,,,,occupational,continuous ,,,,TRUE,"Xu et al., 2020",https://doi.org/10.1289/EHP6785,ok
4m-PFOS,https://pubchem.ncbi.nlm.nih.gov/compound/102175774,C(C(C(C(F)(F)F)(F)F)(F)F)(C(C(C(F)(F)S(=O)(=O)O)(F)F)(F)F)(C(F)(F)F)F,500.13,397.85,,blood serum,human,male/female,,,,occupational,continuous ,,,,TRUE,"Xu et al., 2020",https://doi.org/10.1289/EHP6785,ok
5m-PFOS,747385-21-3,C(C(C(C(C(F)(F)S(=O)(=O)O)(F)F)(F)F)(F)F)(C(C(F)(F)F)(F)F)(C(F)(F)F)F,500.13,397.85,,blood serum,human,male/female,,,,occupational,continuous ,,,,TRUE,"Xu et al., 2020",https://doi.org/10.1289/EHP6785,ok
PFBS,375-73-5,C(C(C(F)(F)S(=O)(=O)O)(F)F)(C(F)(F)F)(F)F,300.10 ,43.8,,blood serum,human,male/female,,,,occupational,continuous ,,,,TRUE,"Xu et al., 2020",https://doi.org/10.1289/EHP6785,ok
PFHpA,375-85-9,C(=O)(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O,364.06,62.05,,blood serum,human,male/female,,,,occupational,continuous ,,,,TRUE,"Xu et al., 2020",https://doi.org/10.1289/EHP6785,ok
PFHpS,375-92-8,C(C(C(C(F)(F)F)(F)F)(F)F)(C(C(C(F)(F)S(=O)(=O)O)(F)F)(F)F)(F)F,450.12,532.9,,blood serum,human,male/female,,,,occupational,continuous ,,,,TRUE,"Xu et al., 2020",https://doi.org/10.1289/EHP6785,ok
PFHxA,307-24-4,C(=O)(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)O,314.05,594.95,,blood serum,human,male/female,,,,occupational,continuous ,,,,TRUE,"Xu et al., 2020",https://doi.org/10.1289/EHP6785,ok
PFHxS,355-46-4,C(C(C(C(F)(F)S(=O)(=O)O)(F)F)(F)F)(C(C(F)(F)F)(F)F)(F)F,400.12,1043.9,,blood serum,human,male/female,,,,occupational,continuous ,,,,TRUE,"Xu et al., 2020",https://doi.org/10.1289/EHP6785,ok
PFOA,335-67-1,C(=O)(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O,414.07,646.05,,blood serum,human,male/female,,,,occupational,continuous ,,,,TRUE,"Xu et al., 2020",https://doi.org/10.1289/EHP6785,ok
PFOS,1763-23-1,C(C(C(C(C(F)(F)S(=O)(=O)O)(F)F)(F)F)(F)F)(C(C(C(F)(F)F)(F)F)(F)F)(F)F,500.13,1062.15,,blood serum,human,male/female,,,,occupational,continuous ,,,,TRUE,"Xu et al., 2020",https://doi.org/10.1289/EHP6785,ok
PFPeS,2706-91-4,C(C(C(F)(F)F)(F)F)(C(C(F)(F)S(=O)(=O)O)(F)F)(F)F,350.11,229.95,,blood serum,human,male/female,,,,occupational,continuous ,,,,TRUE,"Xu et al., 2020",https://doi.org/10.1289/EHP6785,ok
PFMOAA,674-13-5,C(=O)(C(OC(F)(F)F)(F)F)O,180.03,80.7,,"blood, urine, milk",Human,male/female,,,,pollution,continuous ,,,,TRUE,"Yao et al., 2023",https://doi.org/10.1289/EHP1140,ok
PFO2HxA,39492-88-1,C(=O)(C(OC(OC(F)(F)F)(F)F)(F)F)O,246.04 ,27.4,,"blood, urine, milk",Human,male/female,,,,pollution,continuous ,,,,TRUE,"Yao et al., 2023",https://doi.org/10.1289/EHP1140,ok
PFO3OA ,39492-89-2,C(=O)(C(OC(OC(OC(F)(F)F)(F)F)(F)F)(F)F)O,312.04,111.0,,"blood, urine, milk",Human,male/female,,,,pollution,continuous ,,,,TRUE,"Yao et al., 2023",https://doi.org/10.1289/EHP1140,ok
PFDA,335-76-1,C(=O)(C(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O,514.08,4380,,whole body (blood/urine combined),human,male/female,7.37,6.15,3.62,pollution,continuous ,,,,TRUE,"Zhang et al., 2013",https://doi.org/10.1021/es401905e,ok
PFDA,335-76-1,C(=O)(C(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O,514.08,1642.5,,whole body (blood/urine combined),human,female,7.37,6.15,3.62,pollution,continuous ,,,,TRUE,"Zhang et al., 2013",https://doi.org/10.1021/es401905e,ok
PFHpA,375-85-9,C(=O)(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O,364.06,438,,whole body (blood/urine combined),human,male/female,4.86,4.15,1.11,pollution,continuous ,,,,TRUE,"Zhang et al., 2013",https://doi.org/10.1021/es401905e,ok
PFHpA,375-85-9,C(=O)(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O,364.06,547.5,,whole body (blood/urine combined),human,female,4.86,4.15,1.11,pollution,continuous ,,,,TRUE,"Zhang et al., 2013",https://doi.org/10.1021/es401905e,ok
PFHxS,355-46-4,C(C(C(C(F)(F)S(=O)(=O)O)(F)F)(F)F)(C(C(F)(F)F)(F)F)(F)F,400.12,12775,,whole body (blood/urine combined),human,male/female,2.96,3.16,-0.54,pollution,continuous ,,,,TRUE,"Zhang et al., 2013",https://doi.org/10.1021/es401905e,ok
PFHxS,355-46-4,C(C(C(C(F)(F)S(=O)(=O)O)(F)F)(F)F)(C(C(F)(F)F)(F)F)(F)F,400.12,2810.5,,whole body (blood/urine combined),human,female,2.96,3.16,-0.54,pollution,continuous ,,,,TRUE,"Zhang et al., 2013",https://doi.org/10.1021/es401905e,ok
PFNA,375-95-1,C(=O)(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O,464.08,1569.5,,whole body (blood/urine combined),Human,male/female,6.59,5.48,2.84,pollution,continuous ,,,,TRUE,"Zhang et al., 2013",https://doi.org/10.1021/es401905e,ok
PFNA,375-95-1,C(=O)(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O,464.08,912.5,,whole body (blood/urine combined),Human,female,6.59,5.48,2.84,pollution,continuous ,,,,TRUE,"Zhang et al., 2013",https://doi.org/10.1021/es401905e,ok
PFOA,335-67-1,C(=O)(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O,414.07,949,,whole body (blood/urine combined),Human,male/female,5.57,4.81,1.82,pollution,continuous ,,,,TRUE,"Zhang et al., 2013",https://doi.org/10.1021/es401905e,ok
PFOA,335-67-2,C(=O)(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O,414.07,1022,,whole body (blood/urine combined),Human,female,,,,pollution,continuous ,,,,TRUE,"Zhang et al., 2013",https://doi.org/10.1021/es401905e,ok
iso-PFOA,15166-06-0,C(=O)(C(C(C(C(C(C(F)(F)F)(C(F)(F)F)F)(F)F)(F)F)(F)F)(F)F)O,414.07,839.5,,whole body (blood/urine combined),Human,male/female,,,,pollution,continuous ,,,,TRUE,"Zhang et al., 2013",https://doi.org/10.1021/es401905e,ok
iso-PFOA,15166-06-1,C(=O)(C(C(C(C(C(C(F)(F)F)(C(F)(F)F)F)(F)F)(F)F)(F)F)(F)F)O,414.07,912.5,,whole body (blood/urine combined),Human,female,,,,pollution,continuous ,,,,TRUE,"Zhang et al., 2013",https://doi.org/10.1021/es401905e,ok
4m-PFOA,https://pubchem.ncbi.nlm.nih.gov/compound/101561191,C(=O)(C(C(C(C(C(C(F)(F)F)(F)F)(C(F)(F)F)F)(F)F)(F)F)(F)F)O,414.07,511,,whole body (blood/urine combined),Human,male/female,,,,pollution,continuous ,,,,TRUE,"Zhang et al., 2013",https://doi.org/10.1021/es401905e,ok
4m-PFOA,https://pubchem.ncbi.nlm.nih.gov/compound/101561191,C(=O)(C(C(C(C(C(C(F)(F)F)(F)F)(C(F)(F)F)F)(F)F)(F)F)(F)F)O,414.07,511,,whole body (blood/urine combined),Human,female,,,,pollution,continuous ,,,,TRUE,"Zhang et al., 2013",https://doi.org/10.1021/es401905e,ok
5m-PFOA,https://pubchem.ncbi.nlm.nih.gov/compound/14671316#section=InChI,C(=O)(C(C(C(C(C(C(F)(F)F)(C(F)(F)F)F)(F)F)(F)F)(F)F)(F)F)O,414.07,233.6,,whole body (blood/urine combined),Human,male/female,,,,pollution,continuous ,,,,TRUE,"Zhang et al., 2013",https://doi.org/10.1021/es401905e,ok
5m-PFOA,https://pubchem.ncbi.nlm.nih.gov/compound/14671316#section=InChI,C(=O)(C(C(C(C(C(C(F)(F)F)(C(F)(F)F)F)(F)F)(F)F)(F)F)(F)F)O,414.07,474.5,,whole body (blood/urine combined),Human,female,5.57,4.81,1.82,pollution,continuous ,,,,TRUE,"Zhang et al., 2013",https://doi.org/10.1021/es401905e,ok
PFOS ,1763-23-1,C(C(C(C(C(F)(F)S(=O)(=O)O)(F)F)(F)F)(F)F)(C(C(C(F)(F)F)(F)F)(F)F)(F)F,500.13,12410,,whole body (blood/urine combined),Human,male/female,4.16,4.49,0.66,pollution,continuous ,,,,TRUE,"Zhang et al., 2013",https://doi.org/10.1021/es401905e,ok
PFOS ,1763-23-1,C(C(C(C(C(F)(F)S(=O)(=O)O)(F)F)(F)F)(F)F)(C(C(C(F)(F)F)(F)F)(F)F)(F)F,500.13,2445.5,,whole body (blood/urine combined),Human,female,4.16,4.49,0.66,pollution,continuous ,,,,TRUE,"Zhang et al., 2013",https://doi.org/10.1021/es401905e,ok
iso-PFOS,255831-20-0,C(C(C(C(C(C(F)(F)S(=O)(=O)O)(F)F)(F)F)(F)F)(F)F)(C(F)(F)F)(C(F)(F)F)F,500.13,8760,,whole body (blood/urine combined),Human,male/female,,,,pollution,continuous ,,,,TRUE,"Zhang et al., 2013",https://doi.org/10.1021/es401905e,ok
iso-PFOS,255831-20-1,C(C(C(C(C(C(F)(F)S(=O)(=O)O)(F)F)(F)F)(F)F)(F)F)(C(F)(F)F)(C(F)(F)F)F,500.13,2153.5,,whole body (blood/urine combined),Human,female,,,,pollution,continuous ,,,,TRUE,"Zhang et al., 2013",https://doi.org/10.1021/es401905e,ok
1m-PFOS,927670-12-0,C(C(C(C(C(F)(F)F)(F)S(=O)(=O)O)(F)F)(F)F)(C(C(C(F)(F)F)(F)F)(F)F)(F)F,500.13,32850,,whole body (blood/urine combined),Human,male/female,,,,pollution,continuous ,,,,TRUE,"Zhang et al., 2013",https://doi.org/10.1021/es401905e,ok
1m-PFOS,927670-12-0,C(C(C(C(C(F)(F)F)(F)S(=O)(=O)O)(F)F)(F)F)(C(C(C(F)(F)F)(F)F)(F)F)(F)F,500.13,3650,,whole body (blood/urine combined),Human,female,,,,pollution,continuous ,,,,TRUE,"Zhang et al., 2013",https://doi.org/10.1021/es401905e,ok
4m-PFOS,https://pubchem.ncbi.nlm.nih.gov/compound/102175774,C(C(C(C(F)(F)F)(F)F)(F)F)(C(C(C(F)(F)S(=O)(=O)O)(F)F)(F)F)(C(F)(F)F)F,500.13,9855,,whole body (blood/urine combined),Human,male/female,,,,pollution,continuous ,,,,TRUE,"Zhang et al., 2013",https://doi.org/10.1021/es401905e,ok
4m-PFOS,https://pubchem.ncbi.nlm.nih.gov/compound/102175774,C(C(C(C(F)(F)F)(F)F)(F)F)(C(C(C(F)(F)S(=O)(=O)O)(F)F)(F)F)(C(F)(F)F)F,500.13,2117,,whole body (blood/urine combined),Human,female,,,,pollution,continuous ,,,,TRUE,"Zhang et al., 2013",https://doi.org/10.1021/es401905e,ok
3m-PFOS,https://pubchem.ncbi.nlm.nih.gov/compound/102175775#section=InChI,C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(C(C(F)(F)S(=O)(=O)O)(F)F)(C(F)(F)F)F,500.13,7665,,whole body (blood/urine combined),Human,male/female,,,,pollution,continuous ,,,,TRUE,"Zhang et al., 2013",https://doi.org/10.1021/es401905e,ok
5m-PFOS,747385-21-3,C(C(C(C(C(F)(F)S(=O)(=O)O)(F)F)(F)F)(F)F)(C(C(F)(F)F)(F)F)(C(F)(F)F)F,500.13,7665,,whole body (blood/urine combined),Human,male/female,,,,pollution,continuous ,,,,TRUE,"Zhang et al., 2013",https://doi.org/10.1021/es401905e,ok
3m-PFOS,https://pubchem.ncbi.nlm.nih.gov/compound/102175775#section=InChI,C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(C(C(F)(F)S(=O)(=O)O)(F)F)(C(F)(F)F)F,500.13,1825,,whole body (blood/urine combined),Human,female,,,,pollution,continuous ,,,,TRUE,"Zhang et al., 2013",https://doi.org/10.1021/es401905e,ok
5m-PFOS,747385-21-3,C(C(C(C(C(F)(F)S(=O)(=O)O)(F)F)(F)F)(F)F)(C(C(F)(F)F)(F)F)(C(F)(F)F)F,500.13,1825,,whole body (blood/urine combined),Human,female,,,,pollution,continuous ,,,,TRUE,"Zhang et al., 2013",https://doi.org/10.1021/es401905e,ok
PFUnA,2058-94-8,C(=O)(C(C(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O,564.09,4380,,whole body (blood/urine combined),Human,male/female,7.98,6.82,4.23,pollution,continuous ,,,,TRUE,"Zhang et al., 2013",https://doi.org/10.1021/es401905e,ok
PFUnA,2058-94-8,C(=O)(C(C(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O,564.09,1642.5,,whole body (blood/urine combined),Human,female,7.98,6.82,4.23,pollution,continuous ,,,,TRUE,"Zhang et al., 2013",https://doi.org/10.1021/es401905e,ok
PFNA,375-95-1,C(=O)(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O,464.08,23.6,,blood serum,Rat,male,6.59,5.48,2.84,oral,single,42 d follow-up,,10-12 weeks,TRUE,"Tatum-Gibbs et al., 2011",https://doi.org/10.1016/j.tox.2011.01.003,ok
PFNA,375-95-2,C(=O)(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O,464.08,38.3,,liver,Mouse,female,,,,oral,single,50 d follow-up,,8-10 weeks,TRUE,"Tatum-Gibbs et al., 2011",https://doi.org/10.1016/j.tox.2011.01.003,ok
PFNA,375-95-3,C(=O)(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O,464.08,59.3,,liver,Mouse,female,,,,oral,single,50 d follow-up,,8-10 weeks,TRUE,"Tatum-Gibbs et al., 2011",https://doi.org/10.1016/j.tox.2011.01.003,ok
PFNA,375-95-4,C(=O)(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O,464.08,176,,liver,Mouse,male,,,,oral,single,50 d follow-up,,8-10 weeks,TRUE,"Tatum-Gibbs et al., 2011",https://doi.org/10.1016/j.tox.2011.01.003,ok
PFNA,375-95-5,C(=O)(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O,464.08,142,,liver,Mouse,male,,,,oral,single,50 d follow-up,,8-10 weeks,TRUE,"Tatum-Gibbs et al., 2011",https://doi.org/10.1016/j.tox.2011.01.003,ok
PFNA,375-95-6,C(=O)(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O,464.08,49.4,,kidney,Mouse,female,,,,oral,single,50 d follow-up,,8-10 weeks,TRUE,"Tatum-Gibbs et al., 2011",https://doi.org/10.1016/j.tox.2011.01.003,ok
PFNA,375-95-7,C(=O)(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O,464.08,124,,kidney,Mouse,female,,,,oral,single,50 d follow-up,,8-10 weeks,TRUE,"Tatum-Gibbs et al., 2011",https://doi.org/10.1016/j.tox.2011.01.003,ok
PFNA,375-95-8,C(=O)(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O,464.08,127,,kidney,Mouse,male,,,,oral,single,50 d follow-up,,8-10 weeks,TRUE,"Tatum-Gibbs et al., 2011",https://doi.org/10.1016/j.tox.2011.01.003,ok
PFNA,375-95-9,C(=O)(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O,464.08,266,,kidney,Mouse,male,,,,oral,single,50 d follow-up,,8-10 weeks,TRUE,"Tatum-Gibbs et al., 2011",https://doi.org/10.1016/j.tox.2011.01.003,ok
PFO4DA,39492-90-5,C(=O)(C(OC(OC(OC(OC(F)(F)F)(F)F)(F)F)(F)F)(F)F)O,378.05,127,,blood,human,male,,,,pollution,continuous ,330,,5-86 (mostly adults),TRUE,"Wallis et al., 2023",https://doi.org/10.1021/acs.est.2c08241,
Nafion-BP2,749836-20-2,C(C(F)(F)F)(OC(C(C(F)(F)F)(OC(C(F)(F)S(=O)(=O)O)(F)F)F)(F)F)F,464.13,296,,blood,human,male,,,,pollution,continuous ,330,,5-86 (mostly adults),TRUE,"Wallis et al., 2023",https://doi.org/10.1021/acs.est.2c08241,
PFO5DoA,39492-91-6,C(=O)(C(OC(OC(OC(OC(OC(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O,444.06,379,,blood,human,male,,,,pollution,continuous ,330,,5-86 (mostly adults),TRUE,"Wallis et al., 2023",https://doi.org/10.1021/acs.est.2c08241,
PFOS ,1763-23-1,C(C(C(C(C(F)(F)S(=O)(=O)O)(F)F)(F)F)(F)F)(C(C(C(F)(F)F)(F)F)(F)F)(F)F,500.13,2007.5,,blood,human,male,,,,pollution,continuous ,1825,,33-72,TRUE,"Nilsson et al., 2022",https://doi.org/10.1021/acs.est.2c04637?urlappend=%3Fref%3DPDF&jav=VoR&rel=cite-as,
1m-PFOS,927670-12-0,C(C(C(C(C(F)(F)F)(F)S(=O)(=O)O)(F)F)(F)F)(C(C(C(F)(F)F)(F)F)(F)F)(F)F,500.13,4197.5,,blood,human,male,,,,pollution,continuous ,1825,,33-72,TRUE,"Nilsson et al., 2022",https://doi.org/10.1021/acs.est.2c04637?urlappend=%3Fref%3DPDF&jav=VoR&rel=cite-as,
3m-PFOS,https://pubchem.ncbi.nlm.nih.gov/compound/102175775#section=InChI,C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(C(C(F)(F)S(=O)(=O)O)(F)F)(C(F)(F)F)F,500.13,2737.5,,blood,human,male,,,,pollution,continuous ,1825,,33-72,TRUE,"Nilsson et al., 2022",https://doi.org/10.1021/acs.est.2c04637?urlappend=%3Fref%3DPDF&jav=VoR&rel=cite-as,
4m-PFOS,https://pubchem.ncbi.nlm.nih.gov/compound/102175774,C(C(C(C(F)(F)F)(F)F)(F)F)(C(C(C(F)(F)S(=O)(=O)O)(F)F)(F)F)(C(F)(F)F)F,500.13,2737.5,,blood,human,male,,,,pollution,continuous ,1825,,33-72,TRUE,"Nilsson et al., 2022",https://doi.org/10.1021/acs.est.2c04637?urlappend=%3Fref%3DPDF&jav=VoR&rel=cite-as,
5m-PFOS,747385-21-3,C(C(C(C(C(F)(F)S(=O)(=O)O)(F)F)(F)F)(F)F)(C(C(F)(F)F)(F)F)(C(F)(F)F)F,500.13,2737.5,,blood,human,male,,,,pollution,continuous ,1825,,33-72,TRUE,"Nilsson et al., 2022",https://doi.org/10.1021/acs.est.2c04637?urlappend=%3Fref%3DPDF&jav=VoR&rel=cite-as,
6m-PFOS,255831-20-0,C(C(C(C(C(C(F)(F)S(=O)(=O)O)(F)F)(F)F)(F)F)(F)F)(C(F)(F)F)(C(F)(F)F)F,500.13,2591.5,,blood,human,male,,,,pollution,continuous ,1825,,33-72,TRUE,"Nilsson et al., 2022",https://doi.org/10.1021/acs.est.2c04637?urlappend=%3Fref%3DPDF&jav=VoR&rel=cite-as,
"4,5dm-PFOS",https://pubchem.ncbi.nlm.nih.gov/compound/101481202,C(C(C(F)(F)F)(C(F)(F)F)F)(C(C(C(F)(F)S(=O)(=O)O)(F)F)(F)F)(C(F)(F)F)F,500.13,1861.5,,blood,human,male,,,,pollution,continuous ,1825,,33-72,TRUE,"Nilsson et al., 2022",https://doi.org/10.1021/acs.est.2c04637?urlappend=%3Fref%3DPDF&jav=VoR&rel=cite-as,
8-Cl-PFOS,777011-38-8,C(C(C(C(C(F)(F)Cl)(F)F)(F)F)(F)F)(C(C(C(F)(F)S(=O)(=O)O)(F)F)(F)F)(F)F,500.13,1825,,blood,human,male,,,,pollution,continuous ,1825,,33-72,TRUE,"Nilsson et al., 2022",https://doi.org/10.1021/acs.est.2c04637?urlappend=%3Fref%3DPDF&jav=VoR&rel=cite-as,
PFOA,335-67-1,C(=O)(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O,414.07,1825,,blood,human,male,,,,pollution,continuous ,1825,,22-82,TRUE,"Nilson et al., 2022b",https://doi.org/10.1016/j.ijheh.2022.114040,
PFHxS,355-46-4,C(C(C(C(F)(F)S(=O)(=O)O)(F)F)(F)F)(C(C(F)(F)F)(F)F)(F)F,400.12,2847,,blood,human,male,,,,pollution,continuous ,1825,,22-82,TRUE,"Nilson et al., 2022b",https://doi.org/10.1016/j.ijheh.2022.114040,
PFHpS,375-92-8,C(C(C(C(F)(F)F)(F)F)(F)F)(C(C(C(F)(F)S(=O)(=O)O)(F)F)(F)F)(F)F,450.12,2701,,blood,human,male,,,,pollution,continuous ,1825,,22-82,TRUE,"Nilson et al., 2022b",https://doi.org/10.1016/j.ijheh.2022.114040,
PFOS ,1763-23-1,C(C(C(C(C(F)(F)S(=O)(=O)O)(F)F)(F)F)(F)F)(C(C(C(F)(F)F)(F)F)(F)F)(F)F,500.13,2372.5,,blood,human,male,,,,pollution,continuous ,1825,,22-82,TRUE,"Nilson et al., 2022b",https://doi.org/10.1016/j.ijheh.2022.114040,